order_id,date,weekday,week,order_type,region,status,delivery_time_min,sla_met
100053,2026-04-18,Mon,W1,Scheduled,East,On Time,30,1
100054,2026-04-18,Mon,W1,Scheduled,Central,On Time,21,1
100055,2026-04-18,Mon,W1,Scheduled,West,On Time,19,1
100056,2026-04-18,Mon,W1,Scheduled,Central,On Time,30,1
100057,2026-04-18,Mon,W1,Scheduled,West,On Time,20,1
100058,2026-04-18,Mon,W1,Scheduled,East,On Time,20,1
100059,2026-04-18,Mon,W1,Scheduled,West,On Time,27,1
100060,2026-04-18,Mon,W1,Scheduled,South,Cancelled,0,0
100061,2026-04-18,Mon,W1,Scheduled,East,On Time,24,1
100062,2026-04-18,Mon,W1,Scheduled,West,On Time,26,1
100063,2026-04-18,Mon,W1,Scheduled,North,On Time,21,1
100064,2026-04-18,Mon,W1,Scheduled,Central,On Time,27,1
100065,2026-04-18,Mon,W1,Scheduled,North,On Time,21,1
100066,2026-04-18,Mon,W1,Scheduled,North,On Time,28,1
100067,2026-04-18,Mon,W1,Scheduled,East,On Time,18,1
100068,2026-04-18,Mon,W1,Scheduled,East,On Time,21,1
100069,2026-04-18,Mon,W1,Scheduled,Central,On Time,21,1
100070,2026-04-18,Mon,W1,Scheduled,Central,On Time,27,1
100071,2026-04-18,Mon,W1,Scheduled,West,On Time,30,1
100072,2026-04-18,Mon,W1,Scheduled,North,On Time,21,1
100073,2026-04-18,Mon,W1,Scheduled,East,On Time,24,1
100074,2026-04-18,Mon,W1,Scheduled,North,On Time,25,1
100075,2026-04-18,Mon,W1,Scheduled,North,On Time,28,1
100076,2026-04-18,Mon,W1,Scheduled,East,On Time,29,1
100077,2026-04-18,Mon,W1,Scheduled,South,On Time,19,1
100078,2026-04-18,Mon,W1,Scheduled,West,On Time,26,1
100079,2026-04-18,Mon,W1,Scheduled,East,On Time,20,1
100080,2026-04-18,Mon,W1,Scheduled,West,On Time,19,1
100081,2026-04-18,Mon,W1,On-Demand,North,On Time,26,1
100082,2026-04-18,Mon,W1,On-Demand,North,On Time,26,1
100083,2026-04-18,Mon,W1,On-Demand,South,Cancelled,0,0
100084,2026-04-18,Mon,W1,On-Demand,West,On Time,25,1
100085,2026-04-18,Mon,W1,On-Demand,North,On Time,24,1
100086,2026-04-18,Mon,W1,On-Demand,West,On Time,18,1
100087,2026-04-18,Mon,W1,On-Demand,West,On Time,30,1
100088,2026-04-18,Mon,W1,On-Demand,Central,On Time,29,1
100089,2026-04-18,Mon,W1,On-Demand,South,On Time,25,1
100090,2026-04-18,Mon,W1,On-Demand,North,On Time,21,1
100091,2026-04-18,Mon,W1,On-Demand,North,On Time,26,1
100092,2026-04-18,Mon,W1,On-Demand,North,On Time,18,1
100093,2026-04-19,Tue,W1,Scheduled,Central,On Time,26,1
100094,2026-04-19,Tue,W1,Scheduled,North,On Time,26,1
100095,2026-04-19,Tue,W1,Scheduled,Central,On Time,19,1
100096,2026-04-19,Tue,W1,Scheduled,West,On Time,21,1
100097,2026-04-19,Tue,W1,Scheduled,South,On Time,27,1
100098,2026-04-19,Tue,W1,Scheduled,Central,On Time,18,1
100099,2026-04-19,Tue,W1,Scheduled,Central,On Time,28,1
100100,2026-04-19,Tue,W1,Scheduled,East,On Time,23,1
100101,2026-04-19,Tue,W1,Scheduled,East,On Time,29,1
100102,2026-04-19,Tue,W1,Scheduled,South,On Time,24,1
100103,2026-04-19,Tue,W1,Scheduled,West,On Time,22,1
100104,2026-04-19,Tue,W1,Scheduled,North,On Time,30,1
100105,2026-04-19,Tue,W1,Scheduled,Central,On Time,27,1
100106,2026-04-19,Tue,W1,Scheduled,Central,Late,37,0
100107,2026-04-19,Tue,W1,Scheduled,North,On Time,23,1
100108,2026-04-19,Tue,W1,Scheduled,East,On Time,23,1
100109,2026-04-19,Tue,W1,Scheduled,East,On Time,26,1
100110,2026-04-19,Tue,W1,Scheduled,Central,On Time,30,1
100111,2026-04-19,Tue,W1,Scheduled,East,On Time,26,1
100112,2026-04-19,Tue,W1,Scheduled,South,On Time,19,1
100113,2026-04-19,Tue,W1,Scheduled,Central,On Time,19,1
100114,2026-04-19,Tue,W1,Scheduled,Central,On Time,22,1
100115,2026-04-19,Tue,W1,Scheduled,South,On Time,23,1
100116,2026-04-19,Tue,W1,Scheduled,Central,On Time,22,1
100117,2026-04-19,Tue,W1,Scheduled,North,On Time,18,1
100118,2026-04-19,Tue,W1,Scheduled,North,On Time,22,1
100119,2026-04-19,Tue,W1,Scheduled,South,On Time,30,1
100120,2026-04-19,Tue,W1,Scheduled,South,On Time,22,1
100121,2026-04-19,Tue,W1,Scheduled,West,On Time,26,1
100122,2026-04-19,Tue,W1,Scheduled,North,On Time,19,1
100123,2026-04-19,Tue,W1,Scheduled,South,On Time,29,1
100124,2026-04-19,Tue,W1,Scheduled,Central,On Time,23,1
100125,2026-04-19,Tue,W1,Scheduled,South,On Time,24,1
100126,2026-04-19,Tue,W1,Scheduled,North,On Time,23,1
100127,2026-04-19,Tue,W1,Scheduled,South,On Time,21,1
100128,2026-04-19,Tue,W1,Scheduled,Central,On Time,23,1
100129,2026-04-19,Tue,W1,Scheduled,Central,On Time,24,1
100130,2026-04-19,Tue,W1,Scheduled,South,On Time,21,1
100131,2026-04-19,Tue,W1,Scheduled,West,Cancelled,0,0
100132,2026-04-19,Tue,W1,Scheduled,East,On Time,29,1
100133,2026-04-19,Tue,W1,Scheduled,South,On Time,24,1
100134,2026-04-19,Tue,W1,Scheduled,North,On Time,30,1
100135,2026-04-19,Tue,W1,Scheduled,West,On Time,18,1
100136,2026-04-19,Tue,W1,Scheduled,East,On Time,25,1
100137,2026-04-19,Tue,W1,Scheduled,South,On Time,30,1
100138,2026-04-19,Tue,W1,Scheduled,South,On Time,28,1
100139,2026-04-19,Tue,W1,Scheduled,North,On Time,22,1
100140,2026-04-19,Tue,W1,Scheduled,Central,Late,51,0
100141,2026-04-19,Tue,W1,Scheduled,East,On Time,26,1
100142,2026-04-19,Tue,W1,Scheduled,East,On Time,19,1
100143,2026-04-19,Tue,W1,Scheduled,North,On Time,22,1
100144,2026-04-19,Tue,W1,Scheduled,East,On Time,24,1
100145,2026-04-19,Tue,W1,Scheduled,West,On Time,23,1
100146,2026-04-19,Tue,W1,Scheduled,North,On Time,26,1
100147,2026-04-19,Tue,W1,Scheduled,South,On Time,27,1
100148,2026-04-19,Tue,W1,Scheduled,West,On Time,29,1
100149,2026-04-19,Tue,W1,Scheduled,Central,On Time,30,1
100150,2026-04-19,Tue,W1,Scheduled,South,On Time,29,1
100151,2026-04-19,Tue,W1,Scheduled,East,On Time,19,1
100152,2026-04-19,Tue,W1,Scheduled,North,On Time,28,1
100153,2026-04-19,Tue,W1,Scheduled,Central,On Time,22,1
100154,2026-04-19,Tue,W1,Scheduled,East,On Time,24,1
100155,2026-04-19,Tue,W1,Scheduled,Central,On Time,22,1
100156,2026-04-19,Tue,W1,Scheduled,West,On Time,24,1
100157,2026-04-19,Tue,W1,Scheduled,Central,On Time,20,1
100158,2026-04-19,Tue,W1,Scheduled,Central,On Time,24,1
100159,2026-04-19,Tue,W1,Scheduled,East,On Time,22,1
100160,2026-04-19,Tue,W1,Scheduled,Central,On Time,30,1
100161,2026-04-19,Tue,W1,Scheduled,West,On Time,23,1
100162,2026-04-19,Tue,W1,Scheduled,South,On Time,28,1
100163,2026-04-19,Tue,W1,Scheduled,South,On Time,30,1
100164,2026-04-19,Tue,W1,Scheduled,Central,On Time,22,1
100165,2026-04-19,Tue,W1,Scheduled,East,On Time,27,1
100166,2026-04-19,Tue,W1,Scheduled,South,On Time,30,1
100167,2026-04-19,Tue,W1,Scheduled,South,On Time,21,1
100168,2026-04-19,Tue,W1,Scheduled,South,On Time,18,1
100169,2026-04-19,Tue,W1,Scheduled,North,Rescheduled,0,0
100170,2026-04-19,Tue,W1,Scheduled,Central,On Time,28,1
100171,2026-04-19,Tue,W1,Scheduled,West,On Time,29,1
100172,2026-04-19,Tue,W1,Scheduled,South,On Time,21,1
100173,2026-04-19,Tue,W1,Scheduled,North,On Time,18,1
100174,2026-04-19,Tue,W1,Scheduled,South,On Time,21,1
100175,2026-04-19,Tue,W1,Scheduled,Central,On Time,29,1
100176,2026-04-19,Tue,W1,Scheduled,South,On Time,26,1
100177,2026-04-19,Tue,W1,Scheduled,West,On Time,19,1
100178,2026-04-19,Tue,W1,Scheduled,Central,On Time,25,1
100179,2026-04-19,Tue,W1,Scheduled,West,Rescheduled,0,0
100180,2026-04-19,Tue,W1,Scheduled,Central,On Time,29,1
100181,2026-04-19,Tue,W1,Scheduled,West,On Time,26,1
100182,2026-04-19,Tue,W1,On-Demand,West,Rescheduled,0,0
100183,2026-04-19,Tue,W1,On-Demand,South,On Time,30,1
100184,2026-04-19,Tue,W1,On-Demand,Central,On Time,22,1
100185,2026-04-19,Tue,W1,On-Demand,East,On Time,21,1
100186,2026-04-19,Tue,W1,On-Demand,East,On Time,29,1
100187,2026-04-19,Tue,W1,On-Demand,East,On Time,23,1
100188,2026-04-19,Tue,W1,On-Demand,South,Late,35,0
100189,2026-04-19,Tue,W1,On-Demand,South,On Time,20,1
100190,2026-04-19,Tue,W1,On-Demand,East,On Time,24,1
100191,2026-04-19,Tue,W1,On-Demand,North,On Time,24,1
100192,2026-04-19,Tue,W1,On-Demand,West,On Time,24,1
100193,2026-04-19,Tue,W1,On-Demand,North,Rescheduled,0,0
100194,2026-04-20,Wed,W1,Scheduled,Central,On Time,30,1
100195,2026-04-20,Wed,W1,Scheduled,East,On Time,18,1
100196,2026-04-20,Wed,W1,Scheduled,West,On Time,24,1
100197,2026-04-20,Wed,W1,Scheduled,Central,On Time,29,1
100198,2026-04-20,Wed,W1,Scheduled,West,On Time,21,1
100199,2026-04-20,Wed,W1,Scheduled,West,On Time,24,1
100200,2026-04-20,Wed,W1,Scheduled,West,On Time,23,1
100201,2026-04-20,Wed,W1,Scheduled,South,On Time,25,1
100202,2026-04-20,Wed,W1,Scheduled,Central,Late,43,0
100203,2026-04-20,Wed,W1,Scheduled,North,On Time,18,1
100204,2026-04-20,Wed,W1,Scheduled,West,On Time,20,1
100205,2026-04-20,Wed,W1,Scheduled,West,On Time,22,1
100206,2026-04-20,Wed,W1,Scheduled,East,On Time,25,1
100207,2026-04-20,Wed,W1,Scheduled,East,On Time,24,1
100208,2026-04-20,Wed,W1,Scheduled,East,On Time,24,1
100209,2026-04-20,Wed,W1,Scheduled,North,On Time,25,1
100210,2026-04-20,Wed,W1,Scheduled,East,On Time,18,1
100211,2026-04-20,Wed,W1,Scheduled,North,On Time,19,1
100212,2026-04-20,Wed,W1,Scheduled,South,On Time,21,1
100213,2026-04-20,Wed,W1,Scheduled,South,On Time,27,1
100214,2026-04-20,Wed,W1,Scheduled,North,On Time,25,1
100215,2026-04-20,Wed,W1,Scheduled,West,On Time,21,1
100216,2026-04-20,Wed,W1,Scheduled,East,On Time,30,1
100217,2026-04-20,Wed,W1,Scheduled,North,On Time,27,1
100218,2026-04-20,Wed,W1,Scheduled,East,On Time,20,1
100219,2026-04-20,Wed,W1,Scheduled,East,On Time,18,1
100220,2026-04-20,Wed,W1,Scheduled,West,On Time,24,1
100221,2026-04-20,Wed,W1,Scheduled,South,Late,49,0
100222,2026-04-20,Wed,W1,Scheduled,East,On Time,30,1
100223,2026-04-20,Wed,W1,Scheduled,North,On Time,27,1
100224,2026-04-20,Wed,W1,Scheduled,North,On Time,27,1
100225,2026-04-20,Wed,W1,Scheduled,East,On Time,24,1
100226,2026-04-20,Wed,W1,Scheduled,East,On Time,28,1
100227,2026-04-20,Wed,W1,Scheduled,West,On Time,24,1
100228,2026-04-20,Wed,W1,Scheduled,West,On Time,23,1
100229,2026-04-20,Wed,W1,Scheduled,South,On Time,24,1
100230,2026-04-20,Wed,W1,Scheduled,East,On Time,28,1
100231,2026-04-20,Wed,W1,Scheduled,West,On Time,26,1
100232,2026-04-20,Wed,W1,Scheduled,Central,On Time,29,1
100233,2026-04-20,Wed,W1,Scheduled,North,On Time,21,1
100234,2026-04-20,Wed,W1,Scheduled,South,On Time,25,1
100235,2026-04-20,Wed,W1,Scheduled,Central,On Time,27,1
100236,2026-04-20,Wed,W1,Scheduled,North,On Time,23,1
100237,2026-04-20,Wed,W1,Scheduled,South,On Time,23,1
100238,2026-04-20,Wed,W1,Scheduled,East,On Time,23,1
100239,2026-04-20,Wed,W1,Scheduled,East,On Time,27,1
100240,2026-04-20,Wed,W1,Scheduled,South,On Time,26,1
100241,2026-04-20,Wed,W1,Scheduled,West,On Time,29,1
100242,2026-04-20,Wed,W1,Scheduled,South,On Time,30,1
100243,2026-04-20,Wed,W1,Scheduled,West,On Time,28,1
100244,2026-04-20,Wed,W1,Scheduled,North,On Time,18,1
100245,2026-04-20,Wed,W1,Scheduled,South,On Time,24,1
100246,2026-04-20,Wed,W1,Scheduled,East,On Time,27,1
100247,2026-04-20,Wed,W1,Scheduled,East,On Time,26,1
100248,2026-04-20,Wed,W1,Scheduled,Central,On Time,29,1
100249,2026-04-20,Wed,W1,Scheduled,West,On Time,29,1
100250,2026-04-20,Wed,W1,Scheduled,South,On Time,22,1
100251,2026-04-20,Wed,W1,Scheduled,East,On Time,21,1
100252,2026-04-20,Wed,W1,Scheduled,South,On Time,26,1
100253,2026-04-20,Wed,W1,Scheduled,West,On Time,29,1
100254,2026-04-20,Wed,W1,Scheduled,Central,On Time,27,1
100255,2026-04-20,Wed,W1,Scheduled,South,On Time,19,1
100256,2026-04-20,Wed,W1,Scheduled,South,On Time,23,1
100257,2026-04-20,Wed,W1,Scheduled,Central,On Time,29,1
100258,2026-04-20,Wed,W1,Scheduled,North,On Time,18,1
100259,2026-04-20,Wed,W1,Scheduled,South,On Time,29,1
100260,2026-04-20,Wed,W1,Scheduled,West,On Time,30,1
100261,2026-04-20,Wed,W1,Scheduled,Central,On Time,18,1
100262,2026-04-20,Wed,W1,Scheduled,West,On Time,25,1
100263,2026-04-20,Wed,W1,Scheduled,East,On Time,18,1
100264,2026-04-20,Wed,W1,Scheduled,West,Late,33,0
100265,2026-04-20,Wed,W1,Scheduled,North,On Time,27,1
100266,2026-04-20,Wed,W1,Scheduled,Central,On Time,30,1
100267,2026-04-20,Wed,W1,Scheduled,North,Late,38,0
100268,2026-04-20,Wed,W1,Scheduled,Central,On Time,24,1
100269,2026-04-20,Wed,W1,Scheduled,South,On Time,27,1
100270,2026-04-20,Wed,W1,Scheduled,West,On Time,24,1
100271,2026-04-20,Wed,W1,Scheduled,Central,On Time,22,1
100272,2026-04-20,Wed,W1,Scheduled,North,Late,50,0
100273,2026-04-20,Wed,W1,Scheduled,North,On Time,29,1
100274,2026-04-20,Wed,W1,Scheduled,East,Late,37,0
100275,2026-04-20,Wed,W1,Scheduled,South,On Time,20,1
100276,2026-04-20,Wed,W1,Scheduled,South,On Time,19,1
100277,2026-04-20,Wed,W1,Scheduled,Central,On Time,25,1
100278,2026-04-20,Wed,W1,Scheduled,South,On Time,18,1
100279,2026-04-20,Wed,W1,Scheduled,West,On Time,22,1
100280,2026-04-20,Wed,W1,Scheduled,East,On Time,21,1
100281,2026-04-20,Wed,W1,Scheduled,Central,On Time,28,1
100282,2026-04-20,Wed,W1,Scheduled,West,On Time,21,1
100283,2026-04-20,Wed,W1,Scheduled,South,On Time,21,1
100284,2026-04-20,Wed,W1,Scheduled,North,On Time,20,1
100285,2026-04-20,Wed,W1,Scheduled,East,On Time,30,1
100286,2026-04-20,Wed,W1,Scheduled,East,On Time,27,1
100287,2026-04-20,Wed,W1,Scheduled,East,On Time,25,1
100288,2026-04-20,Wed,W1,Scheduled,Central,On Time,22,1
100289,2026-04-20,Wed,W1,Scheduled,North,On Time,25,1
100290,2026-04-20,Wed,W1,Scheduled,East,On Time,24,1
100291,2026-04-20,Wed,W1,Scheduled,North,On Time,18,1
100292,2026-04-20,Wed,W1,Scheduled,Central,On Time,28,1
100293,2026-04-20,Wed,W1,On-Demand,East,On Time,18,1
100294,2026-04-20,Wed,W1,On-Demand,South,On Time,30,1
100295,2026-04-20,Wed,W1,On-Demand,West,On Time,28,1
100296,2026-04-20,Wed,W1,On-Demand,West,Late,49,0
100297,2026-04-20,Wed,W1,On-Demand,North,On Time,25,1
100298,2026-04-20,Wed,W1,On-Demand,East,On Time,24,1
100299,2026-04-20,Wed,W1,On-Demand,South,On Time,19,1
100300,2026-04-20,Wed,W1,On-Demand,West,On Time,29,1
100301,2026-04-20,Wed,W1,On-Demand,Central,On Time,24,1
100302,2026-04-20,Wed,W1,On-Demand,East,On Time,19,1
100303,2026-04-20,Wed,W1,On-Demand,West,On Time,19,1
100304,2026-04-20,Wed,W1,On-Demand,Central,On Time,18,1
100305,2026-04-20,Wed,W1,On-Demand,South,On Time,18,1
100306,2026-04-20,Wed,W1,On-Demand,West,On Time,27,1
100307,2026-04-21,Thu,W1,Scheduled,North,On Time,30,1
100308,2026-04-21,Thu,W1,Scheduled,South,On Time,26,1
100309,2026-04-21,Thu,W1,Scheduled,West,On Time,25,1
100310,2026-04-21,Thu,W1,Scheduled,Central,On Time,28,1
100311,2026-04-21,Thu,W1,Scheduled,South,On Time,29,1
100312,2026-04-21,Thu,W1,Scheduled,Central,On Time,18,1
100313,2026-04-21,Thu,W1,Scheduled,North,On Time,21,1
100314,2026-04-21,Thu,W1,Scheduled,South,On Time,19,1
100315,2026-04-21,Thu,W1,Scheduled,East,On Time,29,1
100316,2026-04-21,Thu,W1,Scheduled,West,On Time,22,1
100317,2026-04-21,Thu,W1,Scheduled,South,On Time,25,1
100318,2026-04-21,Thu,W1,Scheduled,West,On Time,20,1
100319,2026-04-21,Thu,W1,Scheduled,Central,On Time,27,1
100320,2026-04-21,Thu,W1,Scheduled,North,On Time,20,1
100321,2026-04-21,Thu,W1,Scheduled,West,On Time,30,1
100322,2026-04-21,Thu,W1,Scheduled,Central,On Time,30,1
100323,2026-04-21,Thu,W1,Scheduled,East,On Time,18,1
100324,2026-04-21,Thu,W1,Scheduled,Central,On Time,27,1
100325,2026-04-21,Thu,W1,Scheduled,West,Late,35,0
100326,2026-04-21,Thu,W1,Scheduled,East,On Time,23,1
100327,2026-04-21,Thu,W1,Scheduled,West,On Time,26,1
100328,2026-04-21,Thu,W1,Scheduled,South,On Time,23,1
100329,2026-04-21,Thu,W1,Scheduled,South,Late,43,0
100330,2026-04-21,Thu,W1,Scheduled,North,On Time,24,1
100331,2026-04-21,Thu,W1,Scheduled,West,On Time,25,1
100332,2026-04-21,Thu,W1,Scheduled,South,On Time,28,1
100333,2026-04-21,Thu,W1,Scheduled,South,On Time,18,1
100334,2026-04-21,Thu,W1,Scheduled,East,On Time,27,1
100335,2026-04-21,Thu,W1,Scheduled,North,On Time,25,1
100336,2026-04-21,Thu,W1,Scheduled,North,On Time,25,1
100337,2026-04-21,Thu,W1,Scheduled,South,On Time,24,1
100338,2026-04-21,Thu,W1,Scheduled,East,On Time,30,1
100339,2026-04-21,Thu,W1,Scheduled,West,On Time,29,1
100340,2026-04-21,Thu,W1,Scheduled,Central,On Time,23,1
100341,2026-04-21,Thu,W1,Scheduled,West,On Time,23,1
100342,2026-04-21,Thu,W1,Scheduled,Central,On Time,18,1
100343,2026-04-21,Thu,W1,Scheduled,East,On Time,28,1
100344,2026-04-21,Thu,W1,Scheduled,West,Rescheduled,0,0
100345,2026-04-21,Thu,W1,Scheduled,North,Rescheduled,0,0
100346,2026-04-21,Thu,W1,Scheduled,East,On Time,29,1
100347,2026-04-21,Thu,W1,Scheduled,East,On Time,18,1
100348,2026-04-21,Thu,W1,Scheduled,East,On Time,22,1
100349,2026-04-21,Thu,W1,Scheduled,South,On Time,20,1
100350,2026-04-21,Thu,W1,Scheduled,South,On Time,27,1
100351,2026-04-21,Thu,W1,Scheduled,Central,On Time,19,1
100352,2026-04-21,Thu,W1,Scheduled,South,On Time,27,1
100353,2026-04-21,Thu,W1,Scheduled,South,On Time,27,1
100354,2026-04-21,Thu,W1,Scheduled,East,On Time,28,1
100355,2026-04-21,Thu,W1,Scheduled,North,On Time,28,1
100356,2026-04-21,Thu,W1,Scheduled,East,On Time,25,1
100357,2026-04-21,Thu,W1,Scheduled,North,On Time,20,1
100358,2026-04-21,Thu,W1,Scheduled,Central,On Time,23,1
100359,2026-04-21,Thu,W1,Scheduled,East,On Time,24,1
100360,2026-04-21,Thu,W1,Scheduled,South,On Time,22,1
100361,2026-04-21,Thu,W1,Scheduled,North,Cancelled,0,0
100362,2026-04-21,Thu,W1,Scheduled,East,On Time,27,1
100363,2026-04-21,Thu,W1,Scheduled,East,On Time,29,1
100364,2026-04-21,Thu,W1,Scheduled,West,On Time,28,1
100365,2026-04-21,Thu,W1,Scheduled,North,On Time,27,1
100366,2026-04-21,Thu,W1,Scheduled,West,On Time,29,1
100367,2026-04-21,Thu,W1,Scheduled,South,On Time,22,1
100368,2026-04-21,Thu,W1,Scheduled,South,On Time,23,1
100369,2026-04-21,Thu,W1,Scheduled,East,On Time,27,1
100370,2026-04-21,Thu,W1,Scheduled,South,On Time,29,1
100371,2026-04-21,Thu,W1,Scheduled,North,On Time,28,1
100372,2026-04-21,Thu,W1,Scheduled,North,On Time,25,1
100373,2026-04-21,Thu,W1,Scheduled,South,On Time,29,1
100374,2026-04-21,Thu,W1,Scheduled,East,On Time,22,1
100375,2026-04-21,Thu,W1,Scheduled,South,On Time,20,1
100376,2026-04-21,Thu,W1,Scheduled,East,On Time,26,1
100377,2026-04-21,Thu,W1,Scheduled,South,On Time,22,1
100378,2026-04-21,Thu,W1,Scheduled,East,On Time,25,1
100379,2026-04-21,Thu,W1,Scheduled,North,On Time,23,1
100380,2026-04-21,Thu,W1,Scheduled,South,On Time,19,1
100381,2026-04-21,Thu,W1,Scheduled,West,On Time,21,1
100382,2026-04-21,Thu,W1,Scheduled,East,Cancelled,0,0
100383,2026-04-21,Thu,W1,Scheduled,North,On Time,24,1
100384,2026-04-21,Thu,W1,Scheduled,West,On Time,19,1
100385,2026-04-21,Thu,W1,Scheduled,East,On Time,29,1
100386,2026-04-21,Thu,W1,Scheduled,East,On Time,28,1
100387,2026-04-21,Thu,W1,Scheduled,West,On Time,21,1
100388,2026-04-21,Thu,W1,Scheduled,East,On Time,26,1
100389,2026-04-21,Thu,W1,Scheduled,North,On Time,21,1
100390,2026-04-21,Thu,W1,Scheduled,East,On Time,25,1
100391,2026-04-21,Thu,W1,Scheduled,South,On Time,19,1
100392,2026-04-21,Thu,W1,Scheduled,East,On Time,18,1
100393,2026-04-21,Thu,W1,Scheduled,Central,Late,38,0
100394,2026-04-21,Thu,W1,Scheduled,East,On Time,25,1
100395,2026-04-21,Thu,W1,Scheduled,Central,On Time,29,1
100396,2026-04-21,Thu,W1,Scheduled,South,On Time,29,1
100397,2026-04-21,Thu,W1,Scheduled,North,On Time,28,1
100398,2026-04-21,Thu,W1,Scheduled,West,On Time,27,1
100399,2026-04-21,Thu,W1,Scheduled,North,On Time,22,1
100400,2026-04-21,Thu,W1,Scheduled,West,On Time,21,1
100401,2026-04-21,Thu,W1,Scheduled,East,On Time,21,1
100402,2026-04-21,Thu,W1,Scheduled,East,On Time,28,1
100403,2026-04-21,Thu,W1,On-Demand,East,On Time,28,1
100404,2026-04-21,Thu,W1,On-Demand,South,On Time,22,1
100405,2026-04-21,Thu,W1,On-Demand,West,Cancelled,0,0
100406,2026-04-21,Thu,W1,On-Demand,Central,On Time,21,1
100407,2026-04-21,Thu,W1,On-Demand,South,Late,41,0
100408,2026-04-21,Thu,W1,On-Demand,South,Cancelled,0,0
100409,2026-04-21,Thu,W1,On-Demand,Central,On Time,30,1
100410,2026-04-21,Thu,W1,On-Demand,South,On Time,21,1
100411,2026-04-21,Thu,W1,On-Demand,Central,On Time,20,1
100412,2026-04-21,Thu,W1,On-Demand,South,On Time,20,1
100413,2026-04-21,Thu,W1,On-Demand,South,On Time,30,1
100414,2026-04-21,Thu,W1,On-Demand,South,On Time,18,1
100415,2026-04-21,Thu,W1,On-Demand,South,On Time,30,1
100416,2026-04-21,Thu,W1,On-Demand,South,On Time,18,1
100417,2026-04-22,Fri,W1,Scheduled,West,On Time,20,1
100418,2026-04-22,Fri,W1,Scheduled,North,On Time,29,1
100419,2026-04-22,Fri,W1,Scheduled,East,On Time,30,1
